index,tweet
2019-05-11,RT @TomFitton: .@SenatorBurr harasses @DonaldJTrumpJr with another subpoena while excusing unprecedented corruption targeting @realDonaldTr [Twitter for iPhone] link 
2019-05-11,RT @DonaldJTrumpJr: Because his family is on their payroll... https://t.co/73nygpO6k2 [Twitter for iPhone] link 
2019-05-11,"RT @GovMikeHuckabee: If Sen Burr didn't get enough flesh out of @DonaldJTrumpJr in the 1st 29 hrs of hammering, then hold him back a grade [Twitter for iPhone] link "
2019-05-11,RT @Jim_Jordan: Bill Barr used two frightening terms when he testified in front of the Senate last month: -Unauthorized surveillance -Poli [Twitter for iPhone] link 
2019-05-11,RT @realDonaldTrump: Build your products in the United States and there are NO TARIFFS! [Twitter for iPhone] link 
2019-05-11,RT @kimguilfoyle: Nolte: Trump's Job Approval Booms to Highest Mark Since Inauguration https://t.co/QtySKQ9OrP via @BreitbartNews [Twitter for iPhone] link 
2019-05-11,"RT @TommyHicksGOP: For years, China has engaged in unfair trade practices. While the US-China relationship is important, @realDonaldTrump i [Twitter for iPhone] link "
2019-05-11,RT @robbystarbuck: Why is this not the #1 news on every major news outlet tonight? President Trumps Admin secured a historic donation of H [Twitter for iPhone] link 
2019-05-11,RT @LindseyGrahamSC: Will stand behind President @realDonaldTrump and his team as he insists on a great deal with China. Its our last [Twitter for iPhone] link 
2019-05-11,"RT @LindseyGrahamSC: @realDonaldTrump When it comes to China, we must be willing to accept short term pain for long term gain. Stick to y [Twitter for iPhone] link "
2019-05-11,"RT @GOPChairwoman: We've added 6 MILLION jobs since @realDonaldTrumps election, unemployment is at record lows & wages are on the rise. O [Twitter for iPhone] link "
2019-05-11,RT @RudyGiuliani: The evidence is mounting that Comey deceived the FISA court concerning the Steele dossier. State did a quick verification [Twitter for iPhone] link 
2019-05-11,"RT @johncatsjr: Trump Economy vs Obama Economy Manufacturing jobs created: Trump: 470,000 Obama: -206,000 Under Obama, unemployment decli [Twitter for iPhone] link "
2019-05-11,RT @RealSaavedra: BREAKING: The father of one of the STEM School Highlands Ranch shooters was a *criminal illegal alien from Mexico* who wa [Twitter for iPhone] link 
2019-05-11,RT @DonaldJTrumpJr: Very proud to have a President do what what he said he was going to do. For decades now @realdonaldtrump has been signa [Twitter for iPhone] link 
2019-05-11,RT @TomFitton: ICYMI: Mueller Report Was A Political Tool To Attack President @RealDonaldTrump https://t.co/cSuMc56cni via @JudicialWatch @ [Twitter for iPhone] link 
2019-05-11,RT @TomFitton: DNC Worked With Russian Intel to Overthrow President @RealDonaldTrump. THIS is why we have the abusive contempt attack on AG [Twitter for iPhone] link 
2019-05-11,"RT @TomFitton: List of Hillary's spies. Deep State DOJ redacted Bruce Ohr's list of ""intermediaries"" used by Obama-Clinton-DNC's Fusion GPS [Twitter for iPhone] link "
2019-05-11,RT @RMConservative: Today's show: Congress Believes Everything is a Disaster and Emergency Except for the Border https://t.co/678oIdCKJx [Twitter for iPhone] link 
2019-05-11,RT @TomFitton: A federal court granted @JudicialWatch discovery on Clinton emails because the court wanted answers about the cover-up. And [Twitter for iPhone] link 
2019-05-11,"RT @TomFitton: Of course, there's a #NationalEmergency on the border. @RealDonaldTrump is absolutely right about the border crisis and shou [Twitter for iPhone] link "
2019-05-11,"RT @TomFitton: FBI Official: Barack Obama's White House Was A ""Repository"" For Hillary Clinton's Emails - @JudicialWatch https://t.co/8bONh [Twitter for iPhone] link "
2019-05-11,RT @TomFitton: Coming up! https://t.co/bOwV0Gs262 [Twitter for iPhone] link 
2019-05-11,"RT @hughhewitt: The Mueller probe has concluded, after vast effort, that there was no collusion. Senate Intel subpoena to @DonaldJTrumpJr s [Twitter for iPhone] link "
2019-05-11,RT @TomFitton: BREAKING: New emails show Obama WH orchestrated Clinton email coverup; Illegal spying on @realDonaldTrump biggest corruption [Twitter for iPhone] link 
2019-05-11,RT @SenThomTillis: I agree with Leader McConnell: this case is closed. The Mueller Report cleared @DonaldJTrumpJr and hes already spent 27 [Twitter for iPhone] link 
2019-05-11,"RT @SenThomTillis: Please watch and share this testimony from Carla Provost, @USBPChief, Chief of the US Border Patrol about the ongoing cr [Twitter for iPhone] link "
2019-05-11,RT @Politi_Chatter: @realDonaldTrump Today Twitter crossed the line & Suspended the Conservative run @WeSupport45 account without explanati [Twitter for iPhone] link 
2019-05-10,RT @TomFitton: SPYGATE CRIMES: Nadler abuse targeting AG Barr and @RealDonaldTrump designed to distract from the fact that the DNC/Dem Part [Twitter for iPhone] link 
2019-05-10,RT @GOPChairwoman: The @realDonaldTrump re-election campaign has reported more female donors than any other candidate  and its not even c [Twitter for iPhone] link 
2019-05-10,"RT @realDonaldTrump: ....If we bought 15 Billion Dollars of Agriculture from our Farmers, far more than China buys now, we would have more [Twitter for iPhone] link "
2019-05-10,"RT @realDonaldTrump: Tariffs will bring in FAR MORE wealth to our Country than even a phenomenal deal of the traditional kind. Also, much e [Twitter for iPhone] link "
2019-05-10,"Military spouses share an admirable legacy of unwavering devotion to their loved ones in uniform and to the cause of freedom. On Military Spouse Day, we honor our Nations military spouses and express our deep appreciation for all that they do! https://t.co/B3NrKc698y [Twitter for iPhone] link "
2019-05-10,"Over the course of the past two days, the United States and China have held candid and constructive conversations on the status of the trade relationship between both countries. The relationship between President Xi and myself remains a very strong one, and conversations.... [Twitter for iPhone] link "
2019-05-10,"....into the future will continue. In the meantime, the United States has imposed Tariffs on China, which may or may not be removed depending on what happens with respect to future negotiations! [Twitter for iPhone] link "
2019-05-10,Great Republican vote today on Disaster Relief Bill. We will now work out a bipartisan solution that gets relief for our great States and Farmers. Thank you to all. Get me a Bill that I can quickly sign! [Twitter for iPhone] link 
2019-05-10,"We have been engaged in an unfair relationship with China for a long time. They have reneged on the commitments they made to the WTO, particularly around intellectual property. Carly Fiorina @MariaBartiromo [Twitter for iPhone] link "
2019-05-10,Looks to me like its going to be SleepyCreepy Joe over Crazy Bernie. Everyone else is fading fast! [Twitter for iPhone] link 
2019-05-10,RT @realDonaldTrump: Republicans must stick together! https://t.co/APrvcjpqOp [Twitter for iPhone] link 
2019-05-10,"Great Consumer Price Index just out. Really good, very low inflation! We have a great chance to really rock! Good numbers all around. [Twitter for iPhone] link "
2019-05-10,"Your all time favorite President got tired of waiting for China to help out and start buying from our FARMERS, the greatest anywhere in the World! [Twitter for iPhone] link "
2019-05-10,Build your products in the United States and there are NO TARIFFS! [Twitter for iPhone] link 
2019-05-10,"....If we bought 15 Billion Dollars of Agriculture from our Farmers, far more than China buys now, we would have more than 85 Billion Dollars left over for new Infrastructure, Healthcare, or anything else. China would greatly slow down, and we would automatically speed up! [Twitter for iPhone] link "
2019-05-10,The average 401(k) balance has SOARED since the bottom of the market - 466%. Wow! [Twitter for iPhone] link 
2019-05-10,"Tariffs will make our Country MUCH STRONGER, not weaker. Just sit back and watch! In the meantime, China should not renegotiate deals with the U.S. at the last minute. This is not the Obama Administration, or the Administration of Sleepy Joe, who let China get away with murder! [Twitter for iPhone] link "
2019-05-10,"Tariffs will bring in FAR MORE wealth to our Country than even a phenomenal deal of the traditional kind. Also, much easier & quicker to do. Our Farmers will do better, faster, and starving nations can now be helped. Waivers on some products will be granted, or go to new source! [Twitter for iPhone] link "
2019-05-10,"....The process has begun to place additional Tariffs at 25% on the remaining 325 Billion Dollars. The U.S. only sells China approximately 100 Billion Dollars of goods & products, a very big imbalance. With the over 100 Billion Dollars in Tariffs that we take in, we will buy..... [Twitter for iPhone] link "
2019-05-10,"....agricultural products from our Great Farmers, in larger amounts than China ever did, and ship it to poor & starving countries in the form of humanitarian assistance. In the meantime we will continue to negotiate with China in the hopes that they do not again try to redo deal! [Twitter for iPhone] link "
2019-05-10,Talks with China continue in a very congenial manner - there is absolutely no need to rush - as Tariffs are NOW being paid to the United States by China of 25% on 250 Billion Dollars worth of goods & products. These massive payments go directly to the Treasury of the U.S.... [Twitter for iPhone] link 
2019-05-10,V.P. Mike Pence will be interviewed on @foxandfriends at 7:30 A.M. Enjoy! [Twitter for iPhone] link 
2019-05-10,"We have lost 500 Billion Dollars a year, for many years, on Crazy Trade with China. NO MORE! [Twitter for iPhone] link "
2019-05-10,"Tariffs will bring in FAR MORE wealth to our country than even a phenomenal deal of the traditional kind. Also, much easier & quicker to do. Our Farmers will do better, faster, and starving nations can now be helped. Waivers on some products will be granted, or go to new source! [Twitter for iPhone] link "
2019-05-10,Talks with China continue in a very congenial manner - there is absolutely no need to rush - as Tariffs are NOW being paid to the United States by China of 25% on 250 Billion Dollars worth of goods & products. These massive payments go directly to the Treasury of the U.S....... [Twitter for iPhone] link 
2019-05-09,Republicans must stick together! https://t.co/APrvcjpqOp [Twitter for iPhone] link 
2019-05-09,"James Comey is a disgrace to the FBI & will go down as the worst Director in its long and once proud history. He brought the FBI down, almost all Republicans & Democrats thought he should be FIRED, but the FBI will regain greatness because of the great men & women who work there! [Twitter for iPhone] link "
2019-05-09,RT @TeamTrump: President Trump is committed to protecting patients and their families from surprise medical bills. Hospitals and insurance [Twitter for iPhone] link 
2019-05-09,"RT @WhiteHouse: President @realDonaldTrump hosted the 2018 World Series Champions, the Boston @RedSox, at the White House! https://t.co/68f [Twitter for iPhone] link "
2019-05-09,RT @DonaldJTrumpJr: Awesome!!!  https://t.co/SOWlOLzRxs [Twitter for iPhone] link 
2019-05-09,RT @GOPChairwoman: Why do Democrats keeping fixating on the same Russia collusion lies? Because they dont want to admit that: -our econom [Twitter for iPhone] link 
2019-05-09,RT @seanhannity: HANNITY IS ON LIVE with The Great One @MarkLevinShow! Well break down the Democrats disregard for the rule of law and Hi [Twitter for iPhone] link 
2019-05-09,RT @HouseGOP: D's bill on the floor today has nothing to do w/ pre-existing conditions. But it will prevent states from reducing the pric [Twitter for iPhone] link 
2019-05-09,RT @DanCrenshawTX: We reached a new low in deceitful politics today. The lies about protection for pre-existing conditions continue. Th [Twitter for iPhone] link 
2019-05-09,"RT @VP: Great to be at R&J Johnson Farms in Glyndon, Minnesota today! Since the earliest days of our administration, @POTUS has promised t [Twitter for iPhone] link "
2019-05-09,"House Republicans should not vote for the BAD DEMOCRAT Disaster Supplemental Bill which hurts our States, Farmers & Border Security. Up for vote tomorrow. We want to do much better than this. All sides keep working and send a good BILL for immediate signing! [Twitter for iPhone] link "
2019-05-09,"Today, it was my honor to welcome the 2018 World Series Champion Boston @RedSox to the @WhiteHouse! https://t.co/yHAClpttLM [Twitter for iPhone] link "
2019-05-09,Great news today: My Administration just secured a historic donation of HIV prevention drugs from Gilead to help expand access to PrEP for the uninsured and those at risk. Will help us achieve our goal of ending the HIV epidemic in America! https://t.co/wux5QasWgW [Twitter for iPhone] link 
2019-05-08,"After a great rally in Panama City Beach, Florida - I am returning to Washington, D.C. with @SenRickScott and Senator @MarcoRubio, discussing the terrible abuses by Maduro. America stands with the GREAT PEOPLE of Venezuela for however long it takes! https://t.co/KcBoNfEibv [Twitter for iPhone] link "
2019-05-08,MAKE AMERICA GREAT AGAIN! https://t.co/gOXXHnHHG5 [Twitter for iPhone] link 
2019-05-08,"Beautiful evening in Panama City Beach, Florida. Thank you! #MAGA https://t.co/lNBM9sED2f [Twitter for iPhone] link "
2019-05-08,"Big crowds in Panama City Beach, Florida. See everyone in 30 minutes! @FoxNews @TuckerCarlson @SeanHannity https://t.co/57tngL1W2i [Twitter for iPhone] link "
2019-05-08,"Just landed in Panama City Beach, Florida for a rally beginning at 8:00 P.M. Eastern. Will be live on @FoxNews! #MAGA @tuckercarlson @seanhannity [Twitter for iPhone] link "
2019-05-08,Big announcement today: Drug companies have to come clean about their prices in TV ads. Historic transparency for American patients is here. If drug companies are ashamed of those priceslower them! [Twitter for iPhone] link 
2019-05-08,"The reality is, with the Tariffs, the economy has grown more rapidly in the United States and much more slowly in China. Peter Morici, Former Chief Economist, USITC [Twitter for iPhone] link "
2019-05-08,"Getting ready to leave for one of my favorite places, the Florida Panhandle, where weve given, and are giving, billions of $$$ for the devastation caused by Hurricane Michael. Even though the Dems are totally in our way (they dont want money to go there) were getting it done! [Twitter for iPhone] link "
2019-05-08,Thank you @NewtGingrich & @FoxandFriends! https://t.co/GYJ7U2k7nn [Twitter Media Studio] link 
2019-05-08,Our Nation grieves at the unspeakable violence that took a precious young life and badly injured others in Colorado. God be with the families and thank you to the First Responders for bravely intervening. We are in close contact with Law Enforcement. [Twitter for iPhone] link 
2019-05-08,"Republicans shouldnt vote for H.R. 312, a special interest casino Bill, backed by Elizabeth (Pocahontas) Warren. It is unfair and doesnt treat Native Americans equally! [Twitter for iPhone] link "
2019-05-08,"....in 3 separate locations, creating another 450 jobs. I have been working nicely with GM to get this done. Thank you to Mary B, your GREAT Governor, and Senator Rob Portman. With all the car companies coming back, and much more, THE USA IS BOOMING! [Twitter for iPhone] link "
2019-05-08,"GREAT NEWS FOR OHIO! Just spoke to Mary Barra, CEO of General Motors, who informed me that, subject to a UAW agreement etc., GM will be selling their beautiful Lordstown Plant to Workhorse, where they plan to build Electric Trucks. GM will also be spending $700,000,000 in Ohio... [Twitter for iPhone] link "
2019-05-08,"RT @realDonaldTrump: Real estate developers in the 1980s & 1990s, more than 30 years ago, were entitled to massive write offs and depreci [Twitter for iPhone] link "
2019-05-08,"RT @realDonaldTrump: ....you would get it by building, or even buying. You always wanted to show losses for tax purposes....almost all real [Twitter for iPhone] link "
2019-05-08,RT @realDonaldTrump: CASE CLOSED! @SenateMajLDR https://t.co/TOIatsmu4U [Twitter for iPhone] link 
2019-05-08,"This British Spy, Christopher Steele, tried so hard to get this (the Fake Dossier) out before the Election. Why? @kilmeade @foxandfriends [Twitter for iPhone] link "
2019-05-08,"Everyone wants to know who needs to be accountable, because it took up two years of our lives talking about this Russian involvement. It proved No Collusion, & people want to trace it back to see how this all happened? @ainsleyearhardt @foxandfriends TREASONOUS HOAX! [Twitter for iPhone] link "
2019-05-08,Big Court win at our Southern Border! We are getting there - and Wall is being built! [Twitter for iPhone] link 
2019-05-08,"Shouldnt 2015 and 2016 be revealed, how Intelligence Agencies, FBI, tried to sabotage a particular campaign - never been done before? @SteveForbesCEO @MariaBartiromo [Twitter for iPhone] link "
2019-05-08,The real Obstruction of Justice is what the Democrats are trying to do to this Attorney General. Congressman Jim Jordan (R-Ohio). @MariaBartiromo [Twitter for iPhone] link 
2019-05-08,"....Guess what, thats not going to happen! China has just informed us that they (Vice-Premier) are now coming to the U.S. to make a deal. Well see, but I am very happy with over $100 Billion a year in Tariffs filling U.S. coffers...great for U.S., not good for China! [Twitter for iPhone] link "
2019-05-08,"The reason for the China pullback & attempted renegotiation of the Trade Deal is the sincere HOPE that they will be able to negotiate with Joe Biden or one of the very weak Democrats, and thereby continue to ripoff the United States (($500 Billion a year)) for years to come.... [Twitter for iPhone] link "
2019-05-08,RT @GOPLeader: Democrats and Republicans should be working together to lower the cost of prescription drugs. What are Democrats doing in [Twitter for iPhone] link 
2019-05-08,"RT @TXRandy14: Today, I led my Republican colleagues in asking for the #BornAliveAct to be taken up. Dem Leadership again denied our reques [Twitter for iPhone] link "
2019-05-08,RT @GOPLeader: I am grateful to the millions of teachers who put their heart (and countless hours!) into their work. Thank you for your pas [Twitter for iPhone] link 
2019-05-08,"Real estate developers in the 1980s & 1990s, more than 30 years ago, were entitled to massive write offs and depreciation which would, if one was actively building, show losses and tax losses in almost all cases. Much was non monetary. Sometimes considered tax shelter, ...... [Twitter for iPhone] link "
2019-05-08,"....you would get it by building, or even buying. You always wanted to show losses for tax purposes....almost all real estate developers did - and often re-negotiate with banks, it was sport. Additionally, the very old information put out is a highly inaccurate Fake News hit job! [Twitter for iPhone] link "
2019-05-08,CASE CLOSED! @SenateMajLDR https://t.co/TOIatsmu4U [Twitter for iPhone] link 
2019-05-08,McConnell Backs Trump: Mueller Report Is 'Case Closed' | Breitbart https://t.co/eOWQSJX7lO via @BreitbartNews [Twitter for iPhone] link 
2019-05-07,RT @WhiteHouse: LIVE NOW: President Trump Presents the Presidential Medal of Freedom to Tiger Woods https://t.co/tqZdiXay5T [Twitter for iPhone] link 
2019-05-07,"RT @realDonaldTrump: Puerto Rico has been given more money by Congress for Hurricane Disaster Relief, 91 Billion Dollars, than any State in [Twitter for iPhone] link "
2019-05-07,"RT @realDonaldTrump: ....Alabama, Iowa, Nebraska, Georgia, South Carolina, North Carolina and others unless much more money is given to Pue [Twitter for iPhone] link "
2019-05-07,"I am pleased to inform you that THE BIG FIREWORKS, after many years of not having any, are coming back to beautiful Mount Rushmore in South Dakota. Great work @GovKristiNoem and @SecBernhardt! #MAGA [Twitter for iPhone] link "
2019-05-07,"RT @TigerWoods: Its an incredible privilege to be awarded the Presidential Medal of Freedom. Considering the recipients, history, and what [Twitter for iPhone] link "
2019-05-07,RT @GOPChairwoman: Hillary Clinton is STILL claiming the election was stolen from her. It wasnt. She had a failed message and complet [Twitter for iPhone] link 
2019-05-07,RT @TeamTrump: BIG NEWS: Nearly HALF of @realdonaldtrumps 2020 campaign contributions this year have come from WOMEN donors. #WomenForTru [Twitter for iPhone] link 
2019-05-07,RT @TeamTrump: President @realDonaldTrump is hard at work for the American people! #ThanksPresidentTrump #MAGA https://t.co/ehPs7iEn1u [Twitter for iPhone] link 
2019-05-07,RT @GOPChairwoman: Ever wonder why the Democrats are so obsessed with Russia? They want to distract from how strong our economy is under [Twitter for iPhone] link 
2019-05-07,He wants to impeach because they cant win election. Sad! https://t.co/oFO6wMVhYt [Twitter for iPhone] link 
2019-05-07,"'Forgotten Man' Story: Under Trump, Red Counties Economically Thrive https://t.co/eboFUSJH1u via @BreitbartNews [Twitter for iPhone] link "
2019-05-07,Congratulations @TigerWoods - you are truly one of a kind! https://t.co/B6YpeLZilo [Twitter for iPhone] link 
2019-05-07,"RT @WhiteHouse: On the one year anniversary of @FLOTUS' initiative, Be Best, take a look back at some of the highlights! #BeBest https://t. [Twitter for iPhone] link "
2019-05-07,"Democrats in Congress must vote to close the terrible loopholes at the Southern Border. If not, harsh measures will have to be taken! [Twitter for iPhone] link "
2019-05-06,"Today, it was my true honor to present the Commander-in-Chiefs Trophyfor the second year in a row, to the @ArmyWP_Football Black Knights. Congratulations once again on your historic victories, and keep on making us proud! https://t.co/nGOC4PQn6S [Twitter for iPhone] link "
2019-05-06,Congratulations @ArmyWP_Football! https://t.co/jzc35XNLl3 [Twitter for iPhone] link 
2019-05-06,Just spoke to Prime Minister Abe of Japan concerning North Korea and Trade. Very good conversation! [Twitter for iPhone] link 
2019-05-06,"Puerto Rico has been given more money by Congress for Hurricane Disaster Relief, 91 Billion Dollars, than any State in the history of the U.S. As an example, Florida got $12 Billion & Texas $39 Billion for their monster hurricanes. Now the Democrats are saying NO Relief to...... [Twitter for iPhone] link "
2019-05-06,"....Alabama, Iowa, Nebraska, Georgia, South Carolina, North Carolina and others unless much more money is given to Puerto Rico. The Dems dont want farmers to get any help. Puerto Rico should be very happy and the Dems should stop blocking much needed Disaster Relief! [Twitter for iPhone] link "
2019-05-06,"Scott Walker is 100% correct when he says that the Republicans must WAKE UP to the Democrats State by State power grab. They play very dirty, actually, like never before. Dont allow them to get away with what they are doing! [Twitter for iPhone] link "
2019-05-06,"The United States has been losing, for many years, 600 to 800 Billion Dollars a year on Trade. With China we lose 500 Billion Dollars. Sorry, were not going to be doing that anymore! [Twitter for iPhone] link "
2019-05-06,"Democrat Texas Congressman Al Green says impeachment is the only thing that can prevent President Trump from re-election in 2020. @OANN In other words, Dems cant win the election fairly. You cant impeach a president for creating the best economy in our countrys history..... [Twitter for iPhone] link "
2019-05-06,"Also, there are No High Crimes & Misdemeanors, No Collusion, No Conspiracy, No Obstruction. ALL THE CRIMES ARE ON THE OTHER SIDE, and thats what the Dems should be looking at, but they wont. Nevertheless, the tables are turning! [Twitter for iPhone] link "
2019-05-05,"Despite the tremendous success that I have had as President, including perhaps the greatest ECONOMY and most successful first two years of any President in history, they have stolen two years of my (our) Presidency (Collusion Delusion) that we will never be able to get back..... [Twitter for iPhone] link "
2019-05-05,.....The Witch Hunt is over but we will never forget. MAKE AMERICA GREAT AGAIN! [Twitter for iPhone] link 
2019-05-05,"Once again, Israel faces a barrage of deadly rocket attacks by terrorist groups Hamas and Islamic Jihad. We support Israel 100% in its defense of its citizens.... [Twitter for iPhone] link "
2019-05-05,....To the Gazan people  these terrorist acts against Israel will bring you nothing but more misery. END the violence and work towards peace - it can happen! [Twitter for iPhone] link 
2019-05-05,"Pending the confirmation of Mark Morgan as our Nations new ICE Director, Matt Albence will serve in the role of Acting Director. Matt is tough and dedicated and has my full support to deploy ICE to the maximum extent of the law! #MAGA [Twitter for iPhone] link "
2019-05-05,"Despite the tremendous success that I have had as President, including perhaps the greatest ECONOMY and most successful first two years of any President in history, they have stollen two years of my (our) Presidency (Collusion Delusion) that we will never be able to get back..... [Twitter for iPhone] link "
2019-05-05,....The Witch Hunt is over but we will never forget. MAKE AMERICA GREAT AGAIN! [Twitter for iPhone] link 
2019-05-05,"RT @GOPChairwoman: Our economy: *263,000 jobs in April, beating expectations. *5.4M jobs created since @realDonaldTrump took office. *Un [Twitter for iPhone] link "
2019-05-05,"RT @JerryFalwellJr: After the best week ever for @realDonaldTrump - no obstruction, no collusion, NYT admits @BarackObama did spy on his ca [Twitter for iPhone] link "
2019-05-05,RT @IngrahamAngle: Excellent decision by @realDonaldTrump! No other president has had the guts to take on the China challenge. #AmericaNow [Twitter for iPhone] link 
2019-05-05,RT @MariaBartiromo: most important from @GeorgePapa19 interview @SundayFutures @FoxNews was the London Cntr for int'l law reached out to hi [Twitter for iPhone] link 
2019-05-05,RT @GOPChairwoman: Comeys FBI sent undercover agents to spy on @realDonaldTrumps campaign. Its a stunning revelation of the lengths the [Twitter for iPhone] link 
2019-05-05,"This is not Congressional Oversight, this is bullying. Jason Riley, The Wall Street Journal [Twitter for iPhone] link "
2019-05-05,"The Report sounded an awful lot as being Comeyesque, in other words, Im not going to charge this person (there wasnt even close to being a crime), but Im going to criticize him on the way out the door. Thats unfortunate because its stepping outside of the role. Robert Ray [Twitter for iPhone] link "
2019-05-05,"After spending more than $35,000,000 over a two year period, interviewing 500 people, using 18 Trump Hating Angry Democrats & 49 FBI Agents - all culminating in a more than 400 page Report showing NO COLLUSION - why would the Democrats in Congress now need Robert Mueller....... [Twitter for iPhone] link "
2019-05-05,"....to testify. Are they looking for a redo because they hated seeing the strong NO COLLUSION conclusion? There was no crime, except on the other side (incredibly not covered in the Report), and NO OBSTRUCTION. Bob Mueller should not testify. No redos for the Dems! [Twitter for iPhone] link "
2019-05-05,"For 10 months, China has been paying Tariffs to the USA of 25% on 50 Billion Dollars of High Tech, and 10% on 200 Billion Dollars of other goods. These payments are partially responsible for our great economic results. The 10% will go up to 25% on Friday. 325 Billions Dollars.... [Twitter for iPhone] link "
2019-05-05,"....of additional goods sent to us by China remain untaxed, but will be shortly, at a rate of 25%. The Tariffs paid to the USA have had little impact on product cost, mostly borne by China. The Trade Deal with China continues, but too slowly, as they attempt to renegotiate. No! [Twitter for iPhone] link "
2019-05-05,"The Kentucky Derby decision was not a good one. It was a rough & tumble race on a wet and sloppy track, actually, a beautiful thing to watch. Only in these days of political correctness could such an overturn occur. The best horse did NOT win the Kentucky Derby - not even close! [Twitter for iPhone] link "
2019-05-05,"I am pleased to inform all of those that believe in a strong, fair and sound Immigration Policy that Mark Morgan will be joining the Trump Administration as the head of our hard working men and women of ICE. Mark is a true believer and American Patriot. He will do a great job! [Twitter for iPhone] link "
2019-05-05,RT @ericbolling: Hispanic Unemployment hit a record low today! Heres a clip of a big Special AMericA airing today I chatted with a gro [Twitter for iPhone] link 
2019-05-05,"RT @VP: Honored to be with these congregations. @POTUS & I are with you. Our prayers are with you. Your resilience, your faith, and your co [Twitter for iPhone] link "
2019-05-05,"RT @VP: Joined the pastors of Mt Pleasant Baptist Church, St. Mary Baptist Church, & Greater Union Baptist Church at what remains of Mt Pl [Twitter for iPhone] link "
2019-05-05,RT @JudicialWatch: Judicial Watch announced it received 756 pages of newly uncovered emails that were among the materials former Secretary [Twitter for iPhone] link 
2019-05-05,"RT @JudicialWatch: JW announced that a senior FBI official admitted, in writing and under oath, that the agency found Clinton email records [Twitter for iPhone] link "
2019-05-05,RT @JudicialWatch: Judicial Watch President @TomFitton breaks down a list of lawsuits that Judicial Watch has filed to get to the truth abo [Twitter for iPhone] link 
2019-05-05,"RT @JudicialWatch: .@realDonaldTrump retweeted our petition! Right now, our borders are being used as gateways for drug cartels & violent c [Twitter for iPhone] link "
2019-05-05,"RT @HH41848213: When you look at the continuous incorrect statements by Napolitano over the past 2 years, it is fair to ask FNC why they al [Twitter for iPhone] link "
2019-05-05,"The Kentuky Derby decision was not a good one. It was a rough and tumble race on a wet and sloppy track, actually, a beautiful thing to watch. Only in these days of political correctness could such an overturn occur. The best horse did NOT win the Kentucky Derby - not even close! [Twitter for iPhone] link "
2019-05-04,RT @mike_pence: Congratulations to @derekbrownutah on becoming Chairman of the @UtahGOP! Utahs economy is on FIRE thanks to the leadership [Twitter for iPhone] link 
2019-05-04,RT @DailyCaller: DOJ Asks Courts To Lighten Up On Qualcomm As It Battles China For 5G Supremacy https://t.co/6CEMpAwJZF [Twitter for iPhone] link 
2019-05-04,RT @DailyCaller: CNNs Tapper: Is Trump Not Getting Enough Credit For The Economy? https://t.co/zTWeMmZKF8 [Twitter for iPhone] link 
2019-05-04,RT @DailyCaller: Trump Cuts Off States From Skimming Medicaid Payments For Big Labor https://t.co/nWI8A8tomB [Twitter for iPhone] link 
2019-05-04,"RT @DailyCaller: April Jobs Report: 263,000 Jobs Added, Unemployment At 3.6 Percent https://t.co/ham2RwREKA [Twitter for iPhone] link "
2019-05-04,Mike has been a fantastic Senator! https://t.co/WKSAfbeARz [Twitter for iPhone] link 
2019-05-04,"How can it be possible that James Woods (and many others), a strong but responsible Conservative Voice, is banned from Twitter? Social Media & Fake News Media, together with their partner, the Democrat Party, have no idea the problems they are causing for themselves. VERY UNFAIR! [Twitter for iPhone] link "
2019-05-04,"Today, May 4th - is International Firefighters Day! We remember all of those who put their lives on the line to save others, and are grateful to those who continue to do so 24/7/365. We love our great firefighters, thank you! #ThankAFirefighter https://t.co/LBSfQRFZ7k [Twitter for iPhone] link "
2019-05-04,RT @IvankaTrump: The last time the unemployment rate was this low we were about to land for the first time on the moon! Happy April #Jobs [Twitter for iPhone] link 
2019-05-04,RT @anshulblp1996: @realDonaldTrump https://t.co/JE35yONsry [Twitter for iPhone] link 
2019-05-04,"RT @TrumpStudents: @realDonaldTrump With President Trump leading us, America is a BETTER and SAFER place [Twitter for iPhone] link "
2019-05-04,RT @charliekirk11: BOOM: Despite horrendous media treatment coverage Trump stands at 51% approval rating! They tried to defame him They [Twitter for iPhone] link 
2019-05-04,RT @WhiteHouse: We're killing it on the economy!  https://t.co/hme0eihP9c [Twitter for iPhone] link 
2019-05-04,"Very good call yesterday with President Putin of Russia. Tremendous potential for a good/great relationship with Russia, despite what you read and see in the Fake News Media. Look how they have misled you on Russia Collusion. The World can be a better and safer place. Nice! [Twitter for iPhone] link "
2019-05-04,"Anything in this very interesting world is possible, but I believe that Kim Jong Un fully realizes the great economic potential of North Korea, & will do nothing to interfere or end it. He also knows that I am with him & does not want to break his promise to me. Deal will happen! [Twitter for iPhone] link "
2019-05-04,RT @realDonaldTrump: So great to watch this! https://t.co/pYoiLjM0pz [Twitter for iPhone] link 
2019-05-04,"When will the Radical Left Wing Media apologize to me for knowingly getting the Russia Collusion Delusion story so wrong? The real story is about to happen! Why is @nytimes, @washingtonpost, @CNN, @MSNBC allowed to be on Twitter & Facebook. Much of what they do is FAKE NEWS! [Twitter for iPhone] link "
2019-05-04,RT @PrisonPlanet: Dangerous. My opinions? Or giving a handful of giant partisan corporations the power to decide who has free speech? [Twitter for iPhone] link 
