index,XLNX_close,XLNX_volume,LSCC_close,LSCC_volume,INTC_close,INTC_volume,NVDA_close,NVDA_volume,AMD_close,AMD_volume
2020-04-20,89.08,2739670,19.7,2011080,59.18,26420309,287.05,11234705,56.97,72367258
2020-04-21,86.32,3114006,18.72,1409508,56.36,25248033,269.51,18378996,52.92,123906390
2020-04-22,90.6,5202200,19.77,840208,60.1,23443745,286.15,12118228,55.92,63164076
2020-04-23,87.13,7127307,19.74,836742,59.04,35091952,284.01,10603988,55.9,69662688
2020-04-24,89.74,3273851,19.69,1359198,59.26,50220505,289.59,8816137,56.18,72854752
2020-04-27,88.81,3098034,19.53,1650238,59.47,25902236,297.08,11984699,56.49,62568062
2020-04-28,85.89,3319237,19.55,1265825,58.75,28784707,291.36,11072603,55.51,80501820
2020-04-29,91.7,3864297,22.31,4360660,61.8,30451541,298.46,9479047,53.66,110800859
2020-04-30,87.4,2823161,22.51,1981060,59.98,26279877,292.28,9397943,52.39,65543944
2020-05-01,82.99,3503642,20.8,2558114,57.47,21194802,282.78,8552445,49.88,69562656
2020-05-04,83.24,2293787,21.54,1602003,57.99,18957227,291.285,7938880,52.56,62590577
2020-05-05,83.5,2556466,21.3,1259542,58.75,17252063,293.74,9222391,52.19,56560532
2020-05-06,85.24,3676324,21.35,1001136,59.18,17848655,297.79,8086639,52.16,48138123
2020-05-07,84.43,2100101,22.97,2320547,59.17,14733519,304.87,9343263,51.95,48956641
2020-05-08,86.86,1783593,23.46,1003865,59.67,20391091,312.5,8497678,53.19,40774186
2020-05-11,86.45,1734830,23.92,1392323,60.13,18684439,322.62,11726504,55.74,68746373
2020-05-12,83.98,2564563,23.76,1787232,58.39,16754898,312.1,12326482,53.76,55631098
2020-05-13,82.07,3134561,23.35,1776641,57.74,21064971,311.2,15646252,52.18,76824714
2020-05-14,84.49,2336293,22.98,1559951,59.08,21569352,321.22,15057809,54.51,73813999
2020-05-15,83.23,3160816,22.11,1692460,58.28,21158570,339.63,24543911,54.2,66344232
